Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 0	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity count 0	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Q9UBB4	Q9UBB4	4	4	4	Ataxin-10	ATXN10		1	4	4	4	13.1	13.1	13.1	53.488	475	475	0	43.753	5789.1	15434	32459	90722	87420	5902.2	16616	32338	85219	83814	3	3	3	3	3	33192000	4				2007	2178;7962;8893;12256	True;True;True;True	2162;7972;8905;12267	2657;9664;10776;14799	2859;10331;11505;15804	2859;10331;11505;15804		
Q9UBB5	Q9UBB5	1	1	1	Methyl-CpG-binding domain protein 2	MBD2		1	1	1	1	3.9	3.9	3.9	43.254	411	411	0.00057241	8.4048	7899.7	20215	39195	72610	71902	7978.5	20688	38376	68627	69632	1	1	1	1	1	6608100	1				2008	9558	True	9570	11528	12316	12316		
Q9UBB9	Q9UBB9	1	1	1	Tuftelin-interacting protein 11	TFIP11		1	1	1	1	1.2	1.2	1.2	96.819	837	837	0.0020336	6.5309	2502.9	6267.9	12758	29338	27975	2532.9	6573.2	12586	27627	26953	1	1	1	1	1	4866000	1				2009	8631	True	8642	10462	11165	11165		
Q9UBC5	Q9UBC5	1	1	1	Unconventional myosin-Ia	MYO1A		1	1	1	1	0.8	0.8	0.8	118.4	1043	1043	0.0047847	6.0384	7438.8	19213	39726	100890	108220	7554.8	20404	39625	94877	103730	1	1	1	1	1	25398000	1				2010	1482	True	1467	1815	1970	1970		
Q9UBE0	Q9UBE0	2	2	2	SUMO-activating enzyme subunit 1;SUMO-activating enzyme subunit 1, N-terminally processed	SAE1		1	2	2	2	9.8	9.8	9.8	38.449	346	346	0	21.248	11304	30398	46876	145660	163840	11280	31957	47686	137130	156310	3	3	3	3	3	27422000	3				2011	1183;12534	True;True	1170;12545	1453;1454;15169	1570;1571;16211	1570;16211		
Q9UBM7	Q9UBM7	3	3	3	7-dehydrocholesterol reductase	DHCR7		1	3	3	3	6.1	6.1	6.1	54.489	475	475	0	20.713	21233	53181	90397	329940	406950	21223	57655	93889	309770	386780	4	4	4	4	4	54242000	4				2012	10403;10718;11779	True;True;True	10411;10726;11786	12542;12543;12920;14207	13417;13418;13816;15186	13417;13816;15186		
Q9UBN7	Q9UBN7	1	1	1	Histone deacetylase 6	HDAC6		1	1	1	1	0.7	0.7	0.7	131.42	1215	1215	0.0029326	6.243	18605	46339	78689	234060	258770	18589	48995	79676	220210	247120	1	1	1	1	1	27037000	1				2013	11893	True	11902	14350	15335	15335		
Q9UBP6	Q9UBP6	3	3	3	tRNA (guanine-N(7)-)-methyltransferase	METTL1		1	3	3	3	15.2	15.2	15.2	31.471	276	276	0	21.666	9429.9	25700	55587	93735	106500	9654.5	26334	54419	88572	103000	3	3	3	3	3	18496000	3				2014	150;5791;9037	True;True;True	147;5791;9049	182;7070;10947	198;7581;11694	198;7581;11694		
Q9UBQ0	Q9UBQ0	2	2	2	Vacuolar protein sorting-associated protein 29	VPS29		1	2	2	2	12.6	12.6	12.6	20.505	182	182	0	14.511	17624	42691	85662	191900	206870	17774	44586	84967	180800	198830	2	2	2	2	2	44944000	2				2015	6006;11010	True;True	6007;11017	7337;13283	7864;14211	7864;14211		
Q9UBQ5	Q9UBQ5	3	3	3	Eukaryotic translation initiation factor 3 subunit K	EIF3K		1	3	3	3	17.9	17.9	17.9	25.059	218	218	0	31.273	38643	88733	172780	435540	470380	38747	93524	172710	409910	450870	3	3	3	3	3	122410000	3				2016	961;3214;12741	True;True;True	946;3200;12754	1172;3904;15418	1269;4203;16474	1269;4203;16474		
Q9UBR2	Q9UBR2	1	1	1	Cathepsin Z	CTSZ		1	1	1	1	4	4	4	33.868	303	303	0.001548	6.6907	2925.6	9250.1	12839	50333	55054	2929.9	9864.2	13271	47317	52360	1	1	1	1	1	3269500	1				2017	9039	True	9051	10949	11696	11696		
Q9UBS4	Q9UBS4	4	4	4	DnaJ homolog subfamily B member 11	DNAJB11		1	4	4	4	18.4	18.4	18.4	40.513	358	358	0	39.075	15240	44709	79404	270190	309540	15448	48303	81237	253730	294800	3	3	3	3	3	72241000	4				2018	1850;3305;3964;7035	True;True;True;True	1833;3291;3952;7040	2260;4010;4812;8525	2445;4315;5156;9142	2445;4315;5156;9142		
Q9UBT2	Q9UBT2	3	3	3	SUMO-activating enzyme subunit 2	UBA2		1	3	3	3	5	5	5	71.223	640	640	0	17.744	5811.3	16372	26783	84262	90027	5838.8	17346	27130	79261	85943	2	2	2	2	2	14484000	3				2019	2210;6538;10522	True;True;True	2194;6542;10530	2694;7967;12687	2899;8539;13571	2899;8539;13571		
Q9UBU9	Q9UBU9	1	1	1	Nuclear RNA export factor 1	NXF1		1	1	1	1	1.6	1.6	1.6	70.182	619	619	0.00053135	6.9857	9395.3	22430	41887	122580	134940	9418.8	23931	42322	115230	128910	1	1	1	1	1	3069200	1				2020	2213	True	2197	2697	2902	2902		
Q9UBV2	Q9UBV2	1	1	1	Protein sel-1 homolog 1	SEL1L		1	1	1	1	0.9	0.9	0.9	88.754	794	794	0.00056148	7.8396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				2021	910	True	895	1108	1198	1198		
Q9UBV8	Q9UBV8	1	1	1	Peflin	PEF1		1	1	1	1	3.9	3.9	3.9	30.381	284	284	0.00055188	7.5561	6581.3	14885	27873	80735	87603	6575.9	15867	28135	75900	83730	1	1	1	1	1	19170000	1				2022	2967	True	2953	3609	3896	3896		
Q9UBX3	Q9UBX3	4	4	4	Mitochondrial dicarboxylate carrier	SLC25A10		1	4	4	4	20.2	20.2	20.2	31.282	287	287	0	59.99	39250	99441	171930	527460	577960	39303	105730	174280	495990	551740	4	4	4	4	4	87366000	4				2023	4361;7303;7376;11938	True;True;True;True	4352;7309;7382;11947	5324;8875;8971;14406	5698;9511;9611;15394	5698;9511;9611;15394		
Q9UDW1	Q9UDW1	1	1	1	Cytochrome b-c1 complex subunit 9	UQCR10		1	1	1	1	12.7	12.7	12.7	7.3084	63	63	0.001051	6.8474	12386	30413	59899	133080	139290	12487	31679	59301	125420	134000	1	1	1	1	1	13282000	1				2024	32	True	31	37	37	37		
Q9UEE9	Q9UEE9	3	3	3	Craniofacial development protein 1	CFDP1		1	3	3	3	9	9	9	33.592	299	299	0	17.497	19430	47869	102130	245380	239460	19709	50696	101050	230820	230320	3	3	3	3	3	39244000	3				2025	403;3505;6483	True;True;True	393;3491;6487	510;4239;7904	558;4556;8470	558;4556;8470		
Q9UG63	Q9UG63	7	7	7	ATP-binding cassette sub-family F member 2	ABCF2		1	7	7	7	11.7	11.7	11.7	71.289	623	623	0	51.51	55944	133810	272160	638880	683540	56422	140610	270520	601470	656370	7	7	7	7	7	166170000	7				2026	3043;5860;7024;7678;8105;8531;10276	True;True;True;True;True;True;True	3029;5860;7029;7686;8115;8541;10284	3698;7154;8511;9329;9834;10343;12398	3987;7668;9125;9985;10505;11037;13264	3987;7668;9125;9985;10505;11037;13264		
Q9UGI8	Q9UGI8	2	2	2	Testin	TES		1	2	2	2	5.9	5.9	5.9	47.996	421	421	0	14.311	5361.3	18085	31408	92939	99856	5486.1	19159	31606	87424	95421	1	1	1	1	1	17193000	2				2027	2778;3917	True;True	2763;3905	3372;4758	3636;5100	3636;5100		
Q9UGP8	Q9UGP8	2	2	2	Translocation protein SEC63 homolog	SEC63		1	2	2	2	3.9	3.9	3.9	87.996	760	760	0	14.968	900.3	3197.9	6179.7	21714	23664	902.27	3510.5	6296.2	20371	22542	1	2	2	2	2	10618000	2				2028	3323;11940	True;True	3309;11949	4030;14409	4337;15397	4337;15397		
Q9UH99	Q9UH99	1	1	1	SUN domain-containing protein 2	SUN2		1	1	1	1	1.1	1.1	1.1	80.31	717	717	0.00056465	7.9931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				2029	1293	True	1278	1579	1710	1710		
Q9UHB9	Q9UHB9	7	7	7	Signal recognition particle subunit SRP68	SRP68		1	7	7	7	15.9	15.9	15.9	70.729	627	627	0	49.181	40757	98563	192350	534470	586570	40984	105060	193490	502460	560960	6	7	7	7	7	88833000	7				2030	2057;2708;3740;9487;10037;12233;12533	True;True;True;True;True;True;True	2040;2693;3727;9499;10048;12244;12544	2506;3291;4525;11450;12113;14772;15168	2701;3551;4852;12235;12968;15777;16210	2701;3551;4852;12235;12968;15777;16210		
Q9UHD1	Q9UHD1	5	5	5	Cysteine and histidine-rich domain-containing protein 1	CHORDC1		1	5	5	5	21.4	21.4	21.4	37.489	332	332	0	36.6	41896	101090	186410	569590	644430	41995	108250	189300	535270	614910	5	5	5	5	5	161440000	5				2031	3033;6272;7993;9699;11232	True;True;True;True;True	3019;6275;8003;9711;11238	3686;7665;9699;11713;13534	3975;8214;10367;12526;14471	3975;8214;10367;12526;14471		
Q9UHD8	Q9UHD8	11	11	11	Septin-9	SEPT9		1	11	11	11	19.3	19.3	19.3	65.401	586	586	0	83.327	55737	133380	241580	693510	745570	55774	141490	243480	652270	712860	10	10	10	10	10	128420000	12				2032	71;361;489;1394;2741;7222;9469;9738;10372;11123;12338	True;True;True;True;True;True;True;True;True;True;True	70;352;476;1379;2726;7228;9481;9750;10380;11130;12349	87;457;606;1694;3328;8775;11431;11752;12506;13417;14911	97;501;660;1830;3588;9409;9410;12215;12569;13379;14350;15930	97;501;660;1830;3588;9410;12215;12569;13379;14350;15930		
Q9UHL4	Q9UHL4	1	1	1	Dipeptidyl peptidase 2	DPP7		1	1	1	1	3.7	3.7	3.7	54.341	492	492	0.00058754	9.5315	1683.9	5676.3	15808	26457	25855	1811.4	5950.2	15322	24915	25134	2	2	2	2	2	8428800	2				2033	8231	True	8241	9995	10671;10672	10672		
Q9UHV9	Q9UHV9	4	4	4	Prefoldin subunit 2	PFDN2		1	4	4	4	29.9	29.9	29.9	16.648	154	154	0	32.334	35135	85124	155730	444030	502910	35210	90330	157380	417610	480440	5	5	5	5	5	198980000	5				2034	3240;4190;5747;7709	True;True;True;True	3226;4181;5746;7718	3933;5113;5114;7013;9367	4234;5475;5476;7523;10023	4234;5476;7523;10023		
Q9UHX1	Q9UHX1	7	7	7	Poly(U)-binding-splicing factor PUF60	PUF60		1	7	7	7	11.6	11.6	11.6	59.875	559	559	0	49.124	95299	226600	427050	1150900	1230400	95570	239730	428320	1082700	1178000	8	8	8	8	8	139510000	8				2035	802;5235;9232;10097;10573;11800;12291	True;True;True;True;True;True;True	787;5230;9244;10108;10581;11808;12302	978;6386;11167;12188;12748;12749;14239;14838	1063;6844;11930;13049;13635;13636;15219;15847	1063;6844;11930;13049;13635;15219;15847		
Q9UI09	Q9UI09	1	1	1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12	NDUFA12		1	1	1	1	5.5	5.5	5.5	17.114	145	145	0.0029397	6.2587	5573.6	12605	25098	59258	56978	5591.2	13225	24840	55799	54847	1	1	1	1	1	13733000	1				2036	8366	True	8374	10153	10836	10836		
Q9UI10	Q9UI10	2	2	2	Translation initiation factor eIF-2B subunit delta	EIF2B4		1	2	2	2	4.4	4.4	4.4	57.557	523	523	0	14.537	10655	24555	53856	130730	143650	10776	26118	53688	122920	137760	2	2	2	2	2	13604000	2				2037	668;2953	True;True	652;2939	815;3591	893;3877	893;3877		
Q9UI26	Q9UI26	2	2	2	Importin-11	IPO11		1	2	2	2	2.4	2.4	2.4	112.53	975	975	0.00060496	10.828	6434.1	16587	29214	96981	113460	6458	17845	29928	91103	108060	2	2	2	2	2	14229000	2				2038	10108;12230	True;True	10119;12241	12199;14769	13060;15774	13060;15774		
Q9UI30	Q9UI30	3	3	3	Multifunctional methyltransferase subunit TRM112-like protein	TRMT112		1	3	3	3	32.8	32.8	32.8	14.199	125	125	0	31.02	14191	38272	72265	186580	209110	14360	40309	72385	175610	200180	3	3	3	3	3	67940000	4				2039	4587;4898;5533	True;True;True	4581;4892;5530	5610;5979;6746;6747	6008;6406;7237;7238	6008;6406;7237		
Q9UIA9	Q9UIA9	2	2	2	Exportin-7	XPO7		1	2	2	2	1.7	1.7	1.7	123.91	1087	1087	0	12.142	1727	5076.3	10621	26412	34490	1774.6	5385.1	10698	24841	32945	1	1	1	1	1	4302200	2				2040	3905;7693	True;True	3893;7701	4744;9346	5086;10002	5086;10002		
Q9UID3	Q9UID3	1	1	1	Vacuolar protein sorting-associated protein 51 homolog	VPS51		1	1	1	1	1.5	1.5	1.5	86.041	782	782	0.0088167	5.7749	187.94	2353.3	6328.2	11132	12723	269.9	2470.6	6155.9	10481	12288	1	1	1	1	1	1237300	1				2041	734	True	719	899	980	980		
Q9UIG0	Q9UIG0	11	11	11	Tyrosine-protein kinase BAZ1B	BAZ1B		1	11	11	11	6.9	6.9	6.9	170.9	1483	1483	0	71.976	77543	194740	345790	976940	1029400	77738	205750	347560	919210	984940	11	11	11	11	11	456730000	12				2042	543;4581;6758;7420;7883;10614;10804;10832;12423;12571;12852	True;True;True;True;True;True;True;True;True;True;True	529;4575;6763;7427;7893;10622;10811;10839;12434;12582;12866	665;5602;8216;9023;9577;12796;13027;13059;15011;15211;15552	722;5999;6000;8808;9665;10237;13683;13941;13973;16038;16254;16618	722;5999;8808;9665;10237;13683;13941;13973;16038;16254;16618		
Q9UII2	Q9UII2	5	5	5	ATPase inhibitor, mitochondrial	ATPIF1		1	5	5	5	28.3	28.3	28.3	12.249	106	106	0	31.163	52329	119560	210270	697370	760680	52118	128590	214550	655130	725290	5	5	5	5	5	512290000	5				2043	2503;3273;3296;7886;9559	True;True;True;True;True	2488;3259;3282;7896;9571	3052;3971;4000;9580;11529	3293;4274;4305;10240;12317	3293;4274;4305;10240;12317		
Q9UIQ6	Q9UIQ6	1	1	1	Leucyl-cystinyl aminopeptidase;Leucyl-cystinyl aminopeptidase, pregnancy serum form	LNPEP		1	1	1	1	1.9	1.9	1.9	117.35	1025	1025	0.0029311	6.2415	1206.7	3864.3	8384.4	14722	15664	1254.3	3974.2	8186.8	13902	15160	1	1	1	1	1	5791400	1				2044	4703	True	4697	5748	6153	6153		
Q9UIS9	Q9UIS9	1	1	1	Methyl-CpG-binding domain protein 1	MBD1		1	1	1	1	2	2	2	66.606	605	605	0.00104	6.7603	2670.9	4430.4	11361	27459	28326	2669.5	4802.5	11308	25781	27204	1	1	1	1	1	3498200	1				2045	10713	True	10721	12915	13811	13811		
Q9UJU6	Q9UJU6	4	4	4	Drebrin-like protein	DBNL		1	4	4	4	12.8	12.8	12.8	48.207	430	430	0	37.384	26405	60658	106540	348630	400640	26305	65117	109030	327560	381770	4	4	4	4	4	79073000	4				2046	433;3969;11355;11432	True;True;True;True	423;3957;11362;11439	550;4817;13686;13777	602;5162;14633;14728	602;5162;14633;14728		
Q9UJX3	Q9UJX3	1	1	1	Anaphase-promoting complex subunit 7	ANAPC7		1	1	1	1	1.5	1.5	1.5	66.855	599	599	0.0015488	6.6937	1098.8	1972.3	4080	12467	13703	1089.4	2143.6	4145.2	11703	13082	1	1	1	1	1	3180600	1				2047	12116	True	12127	14638	15638	15638		
Q9UJZ1	Q9UJZ1	7	7	7	Stomatin-like protein 2, mitochondrial	STOML2		1	7	7	7	34.6	34.6	34.6	38.534	356	356	0	69.395	19778	57275	107200	286390	308710	20110	60490	107270	269480	295560	7	7	7	7	7	100460000	8				2048	473;1119;2269;3374;3384;9033;9153	True;True;True;True;True;True;True	461;1106;2253;3360;3370;9045;9165	591;1372;2762;2763;4083;4096;10943;11080	645;1479;2974;2975;4393;4406;11690;11836	645;1479;2974;4393;4406;11690;11836		
Q9UK45;Q8WXE0	Q9UK45	3;1	3;1	3;1	U6 snRNA-associated Sm-like protein LSm7	LSM7		2	3	3	3	56.3	56.3	56.3	11.602	103	103;1202	0	26.168	7260.2	17647	41654	91563	92067	7416.1	18714	41055	86120	88685	3	3	3	3	3	35295000	3				2049	2570;4376;5097	True;True;True	2555;4367;5091	3130;5343;6212	3379;5717;6661	3379;5717;6661		
Q9UK76	Q9UK76	4	4	4	Hematological and neurological expressed 1 protein;Hematological and neurological expressed 1 protein, N-terminally processed	HN1		1	4	4	4	35.1	35.1	35.1	16.014	154	154	0	37.709	22208	53911	107560	267500	300110	22391	56889	107560	251720	287520	4	4	4	4	4	114850000	4				2050	5122;10444;11271;11970	True;True;True;True	5117;10452;11277;11979	6242;12589;13583;14448	6693;13465;14523;15436	6693;13465;14523;15436		
Q9UKD2	Q9UKD2	6	6	6	mRNA turnover protein 4 homolog	MRTO4		1	6	6	6	26.8	26.8	26.8	27.56	239	239	0	42.238	37287	91251	177250	482670	528790	37544	96987	178040	453880	505920	5	5	5	5	5	85053000	6				2051	2781;4354;7269;9323;10350;12816	True;True;True;True;True;True	2766;4345;7275;9335;10358;12830	3376;5316;8831;11268;12482;15510	3640;5690;9466;12039;13354;16571	3640;5690;9466;12039;13354;16571		
Q9UKK9	Q9UKK9	5	5	5	ADP-sugar pyrophosphatase	NUDT5		1	5	5	5	23.3	23.3	23.3	24.327	219	219	0	33.664	38526	97294	178470	546730	636400	38722	104160	181560	513800	606930	5	5	5	5	5	101770000	5				2052	3045;9505;11037;11278;12402	True;True;True;True;True	3031;9517;11044;11284;12413	3701;11470;13314;13590;14983	3990;12257;14244;14530;16009	3990;12257;14244;14530;16009		
Q9UKM9	Q9UKM9	6	6	6	RNA-binding protein Raly	RALY		1	6	6	6	19	19	19	32.463	306	306	0	41.641	55225	147340	268440	803930	878480	55693	157170	271230	755740	839030	11	11	11	11	11	129800000	11				2053	5215;7228;7843;10500;11664;12283	True;True;True;True;True;True	5210;7234;7853;10508;11670;12294	6361;6362;8781;8782;9534;12660;12661;14058;14059;14830	6819;6820;9416;9417;10193;13541;13542;13543;15028;15029;15838	6819;9417;10193;13543;15028;15838		
Q9UKV3	Q9UKV3	10	10	10	Apoptotic chromatin condensation inducer in the nucleus	ACIN1		1	10	10	10	9.1	9.1	9.1	151.86	1341	1341	0	68.193	50628	122720	238580	644140	679380	50914	130320	238960	605770	650590	9	10	10	10	10	157690000	10				2054	155;4733;5163;7572;7952;10375;10525;11262;11859;12435	True;True;True;True;True;True;True;True;True;True	152;4727;5158;7580;7962;10383;10533;11268;11868;12446	187;5783;6296;9206;9654;12510;12690;13574;14312;15024	203;6188;6750;9856;10320;13383;13574;14514;15297;16051	203;6188;6750;9856;10320;13383;13574;14514;15297;16051		
Q9UKV8	Q9UKV8	2	2	2	Protein argonaute-2	AGO2		1	2	2	2	2.7	2.7	2.7	97.207	859	859	0	11.555	12821	26457	53448	131190	125680	12798	27916	53048	123460	120870	2	2	2	2	2	14507000	2				2055	9219;10101	True;True	9231;10112	11153;12192	11915;13053	11915;13053		
Q9UKY7	Q9UKY7	13	13	13	Protein CDV3 homolog	CDV3		1	13	13	13	62.4	62.4	62.4	27.335	258	258	0	132.61	115530	288990	503180	1378900	1451600	115620	303680	504910	1298200	1389800	14	15	15	15	15	688220000	16				2056	189;1535;1536;3517;4968;6348;6874;9189;9707;10192;10449;12109;12110	True;True;True;True;True;True;True;True;True;True;True;True;True	185;1518;1519;3504;4962;6352;6879;9201;9719;10200;10457;12120;12121	227;228;1877;1878;4256;6058;6059;7755;8345;11119;11721;12298;12596;14630;14631	253;254;255;2033;2034;4574;6491;6492;8312;8945;11878;12534;13160;13472;15630;15631	255;2033;2034;4574;6491;8312;8945;11878;12534;13160;13472;15630;15631		
Q9UL25	Q9UL25	2	2	2	Ras-related protein Rab-21	RAB21		1	2	2	2	9.3	9.3	9.3	24.347	225	225	0	14.75	17538	42392	84336	207270	224910	17673	44662	84121	195080	215680	2	2	2	2	2	17531000	2				2057	3810;4555	True;True	3798;4548	4636;5565	4975;5959	4975;5959		
Q9UL46	Q9UL46	9	9	9	Proteasome activator complex subunit 2	PSME2		1	9	9	9	35.6	35.6	35.6	27.401	239	239	0	94.071	82863	205160	378000	1115600	1257700	83197	218760	382670	1048800	1200900	12	12	12	12	12	552280000	12				2058	781;1028;1767;3450;5801;6811;9372;11006;11586	True;True;True;True;True;True;True;True;True	766;1014;1749;3436;5801;6816;9384;11013;11592	953;1264;2157;4173;4174;7082;8273;11323;11324;13279;13962	1035;1368;2335;2336;4488;4489;7593;8867;12100;12101;14207;14927	1035;1368;2336;4489;7593;8867;12101;14207;14927		
Q9ULC4	Q9ULC4	3	3	3	Malignant T-cell-amplified sequence 1	MCTS1		1	3	3	3	27.1	27.1	27.1	20.555	181	181	0	25.718	23340	53866	102040	305160	332260	23369	57723	103200	286760	317370	3	3	3	3	3	67645000	3				2059	8236;8972;12752	True;True;True	8246;8984;12765	10000;10873;15431	10677;11615;16487	10677;11615;16487		
Q9ULR5	Q9ULR5	1	1	1	Polyadenylate-binding protein-interacting protein 2B	PAIP2B		1	1	1	1	6.5	6.5	6.5	14.237	123	123	0.002934	6.2457	3754	9623.8	18355	63348	77976	3787.4	10518	18931	59444	74170	1	1	1	1	1	5578700	1				2060	10298	True	10306	12424	13291	13291		
Q9ULV4	Q9ULV4	7	6	6	Coronin-1C	CORO1C		1	7	6	6	15.2	13.7	13.7	53.248	474	474	0	44.965	37565	88256	170440	509170	588310	37702	94789	173010	478380	561370	6	6	6	6	6	110570000	6				2061	707;4790;5321;6880;7230;8699;10114	True;False;True;True;True;True;True	691;4784;5316;6885;7236;8711;10124	867;5853;5854;6497;8352;8784;10543;12204	948;6263;6264;6265;6966;8952;9419;11250;13065	948;6265;6966;8952;9419;11250;13065		
Q9ULW0	Q9ULW0	8	8	8	Targeting protein for Xklp2	TPX2		1	8	8	8	11.8	11.8	11.8	85.652	747	747	0	50.188	42796	106700	221570	547240	599110	43360	113010	220990	514780	574340	7	7	7	7	7	73886000	8				2062	1189;1196;5535;5839;7854;8601;10506;10564	True;True;True;True;True;True;True;True	1176;1183;5532;5839;7864;8610;10514;10572	1460;1469;6749;7125;9547;10424;12667;12739	1578;1588;7240;7638;10207;11126;13550;13626	1578;1588;7240;7638;10207;11126;13550;13626		
Q9ULX3	Q9ULX3	4	4	4	RNA-binding protein NOB1	NOB1		1	4	4	4	9.5	9.5	9.5	46.674	412	412	0	23.176	13793	37135	76179	208270	240180	14045	39745	76663	195730	229550	4	4	4	4	4	42719000	4				2063	1117;2280;5261;9834	True;True;True;True	1104;2264;5256;9845	1370;2776;6422;11860	1477;2989;6886;12686	1477;2989;6886;12686		
Q9ULZ3	Q9ULZ3	5	5	5	Apoptosis-associated speck-like protein containing a CARD	PYCARD		1	5	5	5	24.6	24.6	24.6	21.627	195	195	0	34.359	30025	69527	132870	382640	411340	30086	74244	133900	359670	393270	5	5	5	5	5	55827000	5				2064	469;2046;7674;11984;12266	True;True;True;True;True	457;2029;7682;11993;12277	587;2493;9325;14464;14810	640;2688;9981;15452;15816	640;2688;9981;15452;15816		
Q9UM00	Q9UM00	3	3	3	Transmembrane and coiled-coil domain-containing protein 1	TMCO1		1	3	3	3	13.3	13.3	13.3	21.175	188	188	0	19.339	21352	51424	112640	224640	239380	21664	53555	110910	211720	230830	3	3	3	3	3	45325000	3				2065	3456;6599;9143	True;True;True	3442;6603;9155	4181;8036;11070	4497;8612;11826	4497;8612;11826		
Q9UMS4	Q9UMS4	3	3	3	Pre-mRNA-processing factor 19	PRPF19		1	3	3	3	4.6	4.6	4.6	55.18	504	504	0	18.475	28196	69791	126490	415950	469680	28278	75266	129130	390660	447640	4	4	4	4	4	95340000	4				2066	1397;5899;9410	True;True;True	1382;5899;9422	1697;7203;11365	1834;1835;7718;12143	1834;7718;12143		
Q9UMX0	Q9UMX0	3	3	2	Ubiquilin-1	UBQLN1		1	3	3	2	13.2	13.2	7.5	62.518	589	589	0	23.405	8079.7	23845	39914	96949	110150	8157.7	24616	39840	91463	105550	1	1	1	2	2	25526000	2				2067	480;8936;9333	True;True;True	8948;9345	10834;11280	11573;12055	11573;12055		
Q9UMY1	Q9UMY1	2	2	2	Nucleolar protein 7	NOL7		1	2	2	2	6.6	6.6	6.6	29.426	257	257	0	13.321	9022.6	23830	44700	130790	140890	9111.6	25439	45038	122940	134660	2	2	2	2	2	19339000	2				2068	9550;12152	True;True	9562;12163	11520;14679	12308;15680	12308;15680		
Q9UN37	Q9UN37	4	2	2	Vacuolar protein sorting-associated protein 4A	VPS4A		1	4	2	2	10.3	6.6	6.6	48.897	437	437	0	16.054	11293	27726	54097	172010	189770	11377	30059	54943	161490	181030	2	2	2	2	2	19457000	2				2069	2592;3954;7602;10181	False;False;True;True	2577;3942;7610;10189	3157;4800;9242;12283	3407;5144;9894;13145	3407;5144;9894;13145		
Q9UN86	Q9UN86	4	4	4	Ras GTPase-activating protein-binding protein 2	G3BP2		1	4	4	4	9.8	9.8	9.8	54.12	482	482	0	31.348	30137	71485	141000	383820	410360	30311	76111	141430	360870	392800	4	4	4	4	4	98552000	4				2070	4613;7812;9510;11587	True;True;True;True	4607;7822;9522;11593	5641;9499;11475;13963	6040;10158;12262;14928	6040;10158;12262;14928		
Q9UNE7	Q9UNE7	3	3	3	E3 ubiquitin-protein ligase CHIP	STUB1		1	3	3	3	9.6	9.6	9.6	34.856	303	303	0	19.989	22404	53096	114120	275950	296240	22671	56320	113570	259540	284250	3	3	3	3	3	42553000	3				2071	1923;6964;11717	True;True;True	1906;6969;11724	2348;8444;14132	2539;9055;15106	2539;9055;15106		
Q9UNF1	Q9UNF1	1	1	1	Melanoma-associated antigen D2	MAGED2		1	1	1	1	1.7	1.7	1.7	64.953	606	606	0.00058207	9.1642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				2072	9	True	9	11	11	11		
Q9UNH7	Q9UNH7	2	2	1	Sorting nexin-6;Sorting nexin-6, N-terminally processed	SNX6		1	2	2	1	4.4	4.4	2	46.648	406	406	0	13.743	6131.7	18137	27874	98125	102610	6155	19328	28432	92251	97810	2	2	2	2	2	14219000	2				2073	7337;9765	True;True	7343;9777	8920;11782	9559;12603	9559;12603		
Q9UNL2	Q9UNL2	3	3	3	Translocon-associated protein subunit gamma	SSR3		1	3	3	3	8.6	8.6	8.6	21.08	185	185	0	16.937	23897	55408	101600	312200	336320	23883	59336	102910	293390	321160	3	3	3	3	3	109920000	3				2074	6677;6678;9544	True;True;True	6681;6682;9556	8127;8128;11514	8711;8712;12302	8711;8712;12302		
Q9UNM6	Q9UNM6	8	8	8	26S proteasome non-ATPase regulatory subunit 13	PSMD13		1	8	8	8	22.1	22.1	22.1	42.945	376	376	0	56.278	104450	254360	495870	1327800	1385200	105160	269940	496040	1248800	1327000	10	10	10	10	10	214530000	11				2075	954;2066;6140;7736;10432;10699;10733;11886	True;True;True;True;True;True;True;True	939;2049;6143;7746;10440;10707;10740;11895	1165;2516;7507;9401;9402;12575;12576;12899;12944;14342;14343	1262;2711;8046;10058;10059;13451;13452;13793;13854;15327;15328	1262;2711;8046;10058;13452;13793;13854;15327		
